epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,229.0841,199.7412,288.6591,418.7526,440.9642,506.3539
2,209.4142,196.3102,236.0193,414.5530,436.1810,485.1438
3,198.0392,185.7098,223.0716,416.4272,441.3683,478.7056
4,188.7395,184.0042,198.3537,414.9016,440.0771,470.6173
5,176.5143,177.5056,174.5016,415.0965,442.4797,460.7868
6,175.7110,173.0200,181.1745,412.2862,440.3816,460.7660
7,173.7967,169.6708,182.1735,412.3465,441.5022,469.5361
8,175.2721,170.5018,184.9571,411.1291,439.8486,461.2578
9,168.9827,166.4670,174.0905,410.1456,439.7493,456.7068
10,167.1624,164.6768,172.2089,411.3287,442.3350,459.7979
11,167.7695,162.7097,178.0424,409.1489,440.2799,458.1863
12,165.6541,160.6415,175.8310,407.4148,439.1615,456.9269
13,165.1204,160.0888,175.3360,408.0739,439.9337,452.2059
14,166.0509,159.3487,179.6584,407.2970,438.9994,456.4877
15,162.0364,157.5576,171.1298,405.7233,437.7258,450.2129
