epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,769.3874,228.2045,1868.1526,447.0680,477.1416,1967.6838
2,562.1451,218.6111,1259.6232,442.4399,474.6662,1383.2874
3,515.2053,219.6229,1115.3271,439.4887,470.5642,1244.0292
4,448.0941,216.3762,918.5518,440.4328,471.6311,1067.5215
5,448.5792,215.5209,921.7583,440.5397,473.3020,1076.9449
6,442.3249,212.1824,909.5839,440.7948,473.3567,1052.8444
7,401.6093,211.3626,787.8676,439.8217,473.2145,965.1127
8,404.3001,209.6465,799.5059,441.8454,474.9921,974.0080
9,426.2266,205.8597,873.6383,441.1799,476.4068,1036.5143
10,392.9470,200.8436,782.9751,437.7457,473.6919,965.2722
11,385.4023,198.2934,765.2900,438.3056,475.3027,941.7757
12,368.6141,198.5051,713.9867,438.3314,475.6301,904.8331
13,364.1850,197.5291,702.5471,438.2673,475.3450,897.4698
14,374.2164,197.0205,733.9778,437.6106,474.9625,923.0440
