epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,680.9968,222.7015,1611.4752,438.9625,475.4077,1707.5715
2,635.8754,226.1878,1467.6653,435.9402,471.1908,1572.3640
3,539.8809,218.4567,1192.4695,436.4243,473.0331,1303.6687
4,488.7800,216.5688,1041.4512,433.3147,471.3609,1164.6733
5,461.0253,214.9274,960.6786,432.6367,472.2241,1098.3829
6,441.6753,212.3084,907.3596,435.4071,474.1589,1053.5557
7,427.4773,206.1298,876.8796,433.2572,472.6103,1024.3231
8,408.4403,200.6923,830.2317,431.9407,473.3991,986.7714
9,398.2854,201.3688,798.0858,430.7816,473.0363,957.2038
10,414.4875,201.2455,847.4334,429.3952,470.6386,1008.3764
11,387.0758,199.0061,768.9142,435.8966,478.9718,936.4403
12,386.8342,196.3858,773.5024,432.3184,475.4221,938.1921
13,379.9205,194.9518,755.4630,432.7998,476.1159,925.0737
