epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,700.7687,226.6513,1663.3707,452.6985,484.2435,1763.4280
2,584.8266,217.6042,1330.3993,447.0673,480.5530,1452.5211
3,507.1902,216.0999,1098.1917,443.1216,475.5421,1228.5113
4,492.4356,213.8479,1058.0531,443.5890,475.7378,1189.6732
5,449.2946,213.7946,927.4310,441.8294,474.6612,1080.6333
6,422.0944,210.4958,851.7039,443.0615,476.1260,1005.5929
7,446.9748,208.2401,931.6786,442.8028,476.1792,1085.6483
8,411.5775,204.3488,832.3143,442.6341,477.2336,991.0319
9,396.2194,199.9891,794.6263,440.8389,477.1876,958.6436
10,426.5813,199.6959,887.2275,439.6896,476.1079,1043.6586
11,396.7850,197.0259,802.3566,440.3321,477.3419,969.2469
12,403.1476,195.8650,823.9940,440.2440,477.4639,993.1971
13,380.7372,194.6815,758.4867,439.3702,476.7234,938.5971
