epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,214.8046,192.1023,260.8973,410.5014,442.8205,489.8513
2,221.2356,188.0226,288.6679,407.8825,440.5116,506.2267
3,191.9967,182.7838,210.7015,407.4857,441.5169,464.7288
4,186.4586,178.1313,203.3656,405.1626,440.0010,464.7040
5,183.2253,173.4443,203.0835,405.5495,442.5534,459.4048
6,177.0271,167.1654,197.0493,405.7894,446.7756,460.5781
7,168.3989,163.0377,179.2838,403.8961,446.3305,455.7429
8,174.9087,160.6926,203.7715,405.8960,449.7621,469.6039
9,172.0722,160.1848,196.2072,404.3820,447.9465,462.3817
10,167.9139,158.0476,187.9456,406.7800,453.0183,458.3022
11,163.6021,155.9470,179.1444,405.9066,453.1631,458.2511
12,163.9008,154.1447,183.7086,407.8363,456.6384,458.6519
13,164.9277,154.1457,186.8185,407.5820,456.0314,462.3235
14,167.0605,152.2162,197.1988,409.1772,458.7536,468.9263
15,159.5631,151.2191,176.5041,409.2130,459.4052,458.2059
16,162.8279,151.3194,186.1938,410.3142,460.5455,466.3356
17,160.8224,150.3018,182.1825,410.7638,461.7034,463.1269
18,161.0014,150.3721,182.5823,410.5354,461.5417,463.3614
19,160.3459,150.2925,180.7575,411.0176,462.1969,463.1341
20,160.8678,150.2814,182.3615,411.0413,462.2473,463.6491
