iter,epoch,loss_joints_train,loss_depth_train,loss_uv_train
1,1,0.189136,1.677834,0.176946
2,1,0.206484,1.796942,0.077856
3,1,0.202201,2.289654,0.103518
4,1,0.201496,1.372690,0.140718
5,1,0.203786,2.004120,0.075181
6,1,0.202216,1.949185,0.100675
7,1,0.203777,1.957776,0.087477
8,1,0.190029,1.779927,0.097697
9,1,0.198462,1.627897,0.155029
10,1,0.200095,2.021739,0.058774
11,1,0.184668,1.704259,0.098686
12,1,0.182917,1.413566,0.152340
13,1,0.200296,1.832447,0.135673
14,1,0.185138,1.614844,0.148367
15,1,0.196301,2.205829,0.067046
16,1,0.199316,2.216867,0.126329
17,1,0.183644,1.235285,0.080030
18,1,0.177859,1.455953,0.144379
19,1,0.178045,1.455150,0.152009
20,1,0.202402,1.494383,0.179260
21,1,0.191225,1.219511,0.119234
22,1,0.194905,1.818824,0.177894
23,1,0.204656,1.689225,0.153834
24,1,0.183444,1.446881,0.082347
25,1,0.197072,1.353251,0.184246
26,1,0.174660,1.213018,0.116209
27,1,0.180850,1.691878,0.141328
28,1,0.193767,1.258106,0.176325
29,1,0.174076,1.340961,0.081531
30,1,0.178829,1.624308,0.064235
31,1,0.184021,1.402050,0.129636
32,1,0.184890,1.570230,0.158273
33,1,0.178222,1.060121,0.067589
34,1,0.170255,1.317739,0.098484
35,1,0.180973,1.029930,0.148596
36,1,0.184019,1.432709,0.150793
37,1,0.178983,0.890642,0.063880
38,1,0.198017,1.190065,0.151916
39,1,0.201358,1.103892,0.088061
40,1,0.169333,1.343493,0.064142
41,1,0.189631,1.036915,0.314460
42,1,0.174158,1.395413,0.167222
43,1,0.172052,0.933168,0.203470
44,1,0.180386,0.901937,0.173202
45,1,0.185460,0.937031,0.083680
46,1,0.179698,0.900508,0.175249
47,1,0.173877,0.839098,0.134804
48,1,0.161525,1.124497,0.080530
49,1,0.162948,0.789311,0.166763
50,1,0.176076,0.816617,0.062223
51,1,0.162867,0.667948,0.178740
52,1,0.156622,0.673245,0.049909
53,1,0.188922,0.664068,0.152825
54,1,0.162098,0.869295,0.076262
55,1,0.172364,0.689168,0.121610
56,1,0.161762,0.719836,0.187733
57,1,0.179515,0.534395,0.114222
58,1,0.166369,0.800451,0.206154
59,1,0.169680,0.947305,0.159755
60,1,0.166374,0.419955,0.108725
61,1,0.173771,0.591678,0.130447
62,1,0.165758,0.948340,0.114371
63,1,0.170260,0.868603,0.145799
64,1,0.166315,0.547377,0.129036
65,1,0.169567,0.838063,0.076863
66,1,0.163816,0.521195,0.104180
67,1,0.165032,0.607767,0.058780
68,1,0.161118,0.455725,0.120797
69,1,0.169276,0.508770,0.163726
70,1,0.167711,0.612408,0.190914
71,1,0.168760,0.550166,0.194315
72,1,0.170757,0.485302,0.103137
73,1,0.186091,0.362343,0.184911
74,1,0.163456,0.292671,0.081992
75,1,0.157351,0.295999,0.249368
76,1,0.159401,0.219382,0.113560
77,1,0.169230,0.327175,0.138475
78,1,0.190257,0.448051,0.149149
79,1,0.164782,0.284603,0.080642
80,1,0.159893,0.347528,0.104831
81,1,0.159132,0.314738,0.082676
82,1,0.159818,0.570852,0.099789
83,1,0.166754,0.330293,0.237614
84,1,0.153680,0.367162,0.148665
85,1,0.158918,0.148012,0.109455
86,1,0.152007,0.281677,0.139318
