epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
5,476.4999,221.5840,994.0565,441.9693,477.5446,1109.8502
10,368.9937,198.9480,714.2379,432.1272,472.7788,876.6847
15,349.1294,193.9915,664.1063,432.0830,474.9788,828.0786
