epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,218.7990,191.2253,274.7819,407.4517,434.0521,495.3559
2,210.9907,191.5915,250.3768,405.5484,430.7883,479.8611
3,194.4011,185.5988,212.2725,403.6317,431.0274,470.3507
4,189.2373,181.5365,204.8723,404.4181,432.2545,462.3135
5,178.4499,175.1751,185.0986,401.1513,430.5899,453.2835
6,178.9063,171.9846,192.9593,399.5639,430.3963,455.1569
7,176.0143,170.7018,186.8002,397.6909,427.5936,450.8296
8,177.5359,167.8040,197.2945,397.3096,428.2723,455.9726
9,177.6232,168.3334,196.4842,398.4438,429.4288,453.1338
10,167.5693,164.4168,173.9697,396.2811,428.9421,441.4296
11,169.2168,163.0208,181.7964,394.7102,427.7593,444.1521
12,172.0311,161.3344,193.7486,395.3641,429.4082,447.0756
13,168.5020,159.5300,186.7178,394.8335,429.5186,444.8490
14,166.6877,160.4718,179.3078,394.5841,428.5005,442.2884
15,164.5915,159.6429,174.6388,395.5740,429.9889,442.7055
16,165.7930,158.4430,180.7158,394.4431,429.4769,444.0646
17,163.9524,157.5628,176.9252,394.3773,429.7339,442.6239
18,164.8716,157.5973,179.6405,394.0927,429.3848,443.1776
19,164.4866,157.4090,178.8562,393.9126,429.2612,442.6867
20,164.4306,157.4775,178.5476,393.9570,429.2488,442.2157
