epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
5,493.0106,218.1254,1051.1110,418.5332,512.5515,1148.9780
10,392.2216,205.7424,770.8308,378.7216,481.9257,886.6778
15,380.6543,198.5281,750.4257,362.5715,460.8401,863.2399
20,365.4941,196.6485,708.3018,358.3050,455.9946,826.6324
