epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,217.9231,190.8345,272.9211,411.8172,442.2367,497.5463
2,230.0658,201.5059,288.0512,424.5355,449.4622,519.4809
3,205.8805,187.3650,243.4725,418.5815,449.4071,480.1019
4,187.1219,174.5420,212.6631,409.3021,444.1557,472.0281
5,185.8596,169.2898,219.5012,408.7637,448.2318,475.7881
6,171.2677,162.4898,189.0895,405.0646,444.8471,462.6302
7,168.4657,157.8059,190.1084,405.1152,446.2911,460.7793
8,164.7967,155.8941,182.8716,406.1353,448.8766,458.9531
9,162.3303,153.1472,180.9749,402.8844,449.2779,456.0499
10,161.4841,152.3693,179.9899,404.7472,451.2920,456.0241
11,160.0745,149.5817,181.3781,404.1275,452.8973,458.1326
12,161.5400,147.2753,190.5015,403.2141,451.8215,458.8754
13,154.3425,143.9985,175.3440,401.7202,451.7264,452.8275
14,157.4329,144.3079,184.0806,402.8897,452.5655,459.6843
15,158.1945,142.8391,189.3706,402.1081,453.4822,461.1308
16,156.7632,142.2189,186.2926,402.6701,454.7951,459.3442
17,155.5014,140.7577,185.4357,401.7064,452.9892,459.1044
18,154.9713,141.4597,182.4040,402.7701,454.4222,457.9957
19,155.5547,140.8372,185.4358,402.0974,454.0170,459.0231
20,155.2138,140.9579,184.1575,402.1640,454.0434,458.3057
