epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,624.9077,226.8253,1433.1357,450.2461,480.6902,1551.9456
2,581.6082,218.0118,1319.8192,447.4448,480.2411,1437.6853
3,487.8730,214.5052,1042.8924,444.0943,476.9364,1182.3138
4,437.2169,214.5371,889.3246,443.5376,475.6570,1045.0652
5,446.9200,213.8381,920.1471,442.1701,475.0304,1068.9768
6,412.7950,212.4237,819.6095,443.8427,476.3072,984.0142
7,403.4127,212.0502,791.9366,441.6608,473.2428,965.9225
8,415.1212,209.7886,832.0086,443.2961,475.4447,1000.6787
9,403.4373,209.4342,797.3223,441.9454,475.1893,968.0960
10,386.4822,203.2239,758.5521,441.7735,475.8729,945.8159
11,399.0276,201.7144,799.6332,442.5213,477.3067,972.5935
12,386.1551,199.6980,764.7194,443.0292,478.1961,952.2999
13,390.5795,198.5612,780.4348,441.9445,477.2845,964.2248
