epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,743.4033,232.2815,1781.1354,449.3929,478.6095,1876.1072
2,594.0101,230.1818,1332.6916,443.8490,472.8881,1448.9354
3,681.6257,232.7308,1593.0186,454.3963,483.6897,1703.2771
4,958.6134,249.4700,2398.3895,448.8097,473.2352,2471.7140
5,857.7187,246.0745,2099.5417,447.1951,472.0508,2176.3406
6,602.9940,216.5920,1387.5072,446.3870,478.1321,1510.1476
7,503.5331,222.9560,1073.1894,446.4967,477.0362,1222.6503
8,477.7270,216.2895,1008.5244,447.6621,479.5374,1156.0621
9,449.8558,216.6583,923.3176,446.0533,477.7134,1081.4455
10,426.9218,210.6264,866.0671,449.5806,483.2661,1039.3523
11,429.8075,203.3588,889.5670,443.8106,479.0261,1052.8011
12,406.0607,199.0800,826.2942,442.2989,478.3167,1006.1892
13,417.1600,197.3244,863.4929,442.7914,479.8195,1031.5918
