epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
5,417.7147,213.4586,832.4165,436.1723,473.6350,977.1963
10,368.2045,194.2815,721.3209,432.3875,476.3915,881.0663
15,347.8841,191.3790,665.6368,433.8446,478.6453,839.1548
20,338.7810,190.0273,640.7959,433.9417,479.0442,823.6641
