epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,215.7611,193.5181,260.9210,416.5542,440.9924,490.9852
2,207.2741,189.3907,243.5830,414.8243,439.4466,477.7262
3,202.9364,186.7851,235.7285,416.2522,441.7890,476.4552
4,188.6597,183.8411,198.4429,412.5116,437.6766,470.0381
5,185.9533,178.2779,201.5367,412.3149,439.4296,467.7492
6,182.7673,175.4995,197.5233,411.1590,438.7396,468.6134
7,178.5880,173.0354,189.8614,408.5408,436.4794,467.8823
8,181.9597,172.5990,200.9648,408.7420,437.1408,461.0346
9,177.7831,171.1273,191.2965,410.1404,439.1589,461.7789
10,172.3096,169.1842,178.6550,407.8614,437.3059,454.1845
11,173.0767,168.1656,183.0477,409.2344,439.0386,463.8892
12,172.1716,167.2543,182.1552,407.4208,437.1943,456.1425
13,171.8467,167.1514,181.3794,407.3916,437.1392,455.7517
14,174.0173,166.7275,188.8178,406.7753,436.3811,457.6999
15,169.9190,166.3876,177.0889,406.3650,436.0880,452.7107
