epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,677.4543,227.7108,1590.5697,447.1246,479.0589,1697.3046
2,546.0561,218.7019,1210.6842,443.5332,478.9303,1338.0052
3,475.4461,217.0252,1000.1189,440.2649,476.0731,1142.8127
4,443.1860,215.0669,906.3368,441.1338,477.6722,1058.4508
5,453.7453,216.1723,936.0904,441.6820,479.3810,1093.8785
6,440.2217,213.7612,900.0052,440.6671,477.6882,1050.3072
7,425.0013,215.4152,850.5245,439.4034,477.3528,1000.3417
8,415.5209,213.5131,825.6581,441.3618,478.5576,982.3645
9,407.4533,210.8657,806.5858,441.1705,479.5591,963.8733
10,383.0112,210.0322,734.2111,440.2186,478.2920,914.6715
11,385.9512,209.1709,744.8689,441.7021,480.5280,921.8317
