iter,epoch,loss_joints_train,loss_depth_train,loss_uv_train
1,1,0.262125,2.280423,0.161723
2,1,0.270741,2.340835,0.136180
3,1,0.261215,2.755567,0.103286
4,1,0.275326,1.969207,0.074771
5,1,0.262115,2.558066,0.119286
6,1,0.266563,2.472931,0.156949
7,1,0.267614,2.588201,0.130605
8,1,0.270039,2.199706,0.129496
9,1,0.218553,1.876845,0.160236
10,1,0.213934,2.216519,0.115402
11,1,0.208747,1.889088,0.123863
12,1,0.210831,1.746531,0.196034
13,1,0.216522,2.078548,0.144753
14,1,0.206751,1.826768,0.184253
15,1,0.209975,2.558663,0.140886
16,1,0.214460,2.484072,0.233958
17,1,0.198172,1.162953,0.071642
18,1,0.210773,1.453274,0.198437
19,1,0.194033,1.490464,0.205108
20,1,0.225334,1.397676,0.179508
21,1,0.208151,1.136776,0.099677
22,1,0.213412,1.741021,0.235954
23,1,0.227967,1.715729,0.202407
24,1,0.216348,1.302657,0.131684
25,1,0.228600,1.012786,0.174310
26,1,0.237232,0.804864,0.186022
27,1,0.227467,1.390628,0.152561
28,1,0.239064,0.938777,0.211735
29,1,0.221499,0.986711,0.134350
30,1,0.229386,1.365738,0.085315
31,1,0.239658,1.061569,0.126688
32,1,0.223978,1.125770,0.204136
33,1,0.224674,0.484339,0.103104
34,1,0.222799,0.691680,0.120270
35,1,0.228285,0.371504,0.110365
36,1,0.235434,0.864498,0.198578
37,1,0.224374,0.439834,0.123516
38,1,0.248615,0.540463,0.152425
39,1,0.247628,0.472435,0.133003
40,1,0.212421,0.730815,0.044112
41,1,0.229626,0.366421,0.357730
42,1,0.203111,0.670025,0.183953
43,1,0.214189,0.201032,0.221771
44,1,0.221040,0.234901,0.156480
45,1,0.231368,0.233884,0.172693
46,1,0.228069,0.289402,0.191126
47,1,0.207103,0.088631,0.172429
48,1,0.204725,0.390991,0.123049
49,1,0.203031,0.197655,0.186001
50,1,0.214553,0.181027,0.129659
51,1,0.196845,0.311671,0.258106
52,1,0.202936,0.388724,0.078083
53,1,0.225728,0.379299,0.204105
54,1,0.205024,0.231144,0.113501
55,1,0.209579,0.384943,0.106187
56,1,0.200118,0.463005,0.176942
57,1,0.214580,0.391745,0.167703
58,1,0.219701,0.257123,0.221260
59,1,0.195221,0.172836,0.211836
60,1,0.204401,0.806404,0.123161
61,1,0.221925,0.592203,0.171934
62,1,0.205674,0.242678,0.098342
63,1,0.202974,0.168889,0.169145
64,1,0.206249,0.540424,0.181396
65,1,0.222211,0.687462,0.100244
66,1,0.217929,0.392773,0.112821
67,1,0.219981,0.411129,0.131572
68,1,0.219802,0.461369,0.111881
69,1,0.218249,0.523475,0.229116
70,1,0.240480,0.354513,0.180516
71,1,0.229703,0.408105,0.160071
72,1,0.222742,0.400024,0.161181
