epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,261.4697,242.0118,300.9752,444.0669,455.7362,506.6242
2,206.6956,197.1617,226.0522,422.3585,442.9794,487.5729
3,205.8743,196.2637,225.3869,429.6583,449.2393,510.4854
4,192.9378,179.3409,220.5436,424.0429,452.3367,485.0245
5,182.7766,174.1910,200.2079,432.8369,466.7581,492.0122
6,178.9219,170.7977,195.4163,439.9809,480.1461,492.0868
7,176.6392,167.4306,195.3352,438.7753,485.6839,490.9161
8,174.7345,165.0473,194.4023,449.9261,502.4689,506.1221
9,175.6024,167.3545,192.3482,463.1003,523.3589,515.8839
10,170.5090,159.1919,193.4862,464.5012,530.9846,514.5100
11,166.6982,157.5141,185.3447,468.9191,538.8653,516.2449
12,165.9757,153.7927,190.7108,471.3965,545.2356,517.5792
13,163.7055,153.1983,185.0381,475.2300,552.1841,521.8689
14,164.3923,152.6421,188.2489,477.6941,556.5057,525.5834
15,161.5149,150.8675,183.1325,480.7946,562.2575,528.4585
16,162.1084,149.3171,188.0784,480.2859,562.4840,529.9857
17,160.6897,148.6244,185.1860,481.6193,565.0158,530.4542
18,161.9618,148.4431,189.4088,481.5997,565.4003,531.1134
19,160.5818,147.2285,187.6929,480.1185,563.7396,529.7096
20,161.1030,147.3090,189.1089,480.4027,564.0925,530.5587
