epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
5,301.2286,195.9197,515.0377,434.7368,473.9500,724.6841
10,268.1183,193.5811,419.4513,434.9723,474.5909,663.1990
