epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,748.2543,228.4800,1803.5535,437.2762,475.5431,1893.0662
2,577.8844,222.1515,1300.1300,433.9105,472.3997,1402.5172
3,501.9823,219.7071,1075.0864,434.3656,474.9546,1204.2325
4,503.0890,223.8603,1070.0077,434.7672,473.9326,1190.7567
5,452.8935,218.5150,928.7530,434.4518,476.1139,1069.8872
6,431.5942,220.2049,860.7787,435.2032,477.8552,1008.7159
7,444.0306,220.9653,896.9209,436.5968,480.5749,1036.6271
8,418.6650,216.7665,828.5803,433.0765,477.6603,985.5063
9,408.1787,216.0982,798.1604,433.0330,478.5191,960.2529
10,408.4414,216.5238,798.0921,434.0693,479.0719,956.3216
11,390.7175,214.5028,748.4867,431.7394,477.8758,916.5510
12,404.1452,213.6123,790.9849,431.7997,478.2259,953.5690
13,399.1380,213.6124,775.8113,430.6282,477.5308,941.9518
