epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
5,561.3805,239.5607,1214.7723,464.3305,495.4909,1329.8229
10,469.8374,204.1819,1009.1985,442.5268,483.4413,1137.5552
15,458.4946,192.0364,999.4855,435.1948,480.2992,1120.1015
20,446.9563,189.8003,969.0608,432.3933,477.6698,1097.4647
