epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,764.9573,221.4454,1868.4510,441.1137,490.4185,1957.1648
2,645.6603,222.6119,1504.5768,439.5081,481.5141,1612.8703
3,554.8952,216.7138,1241.5059,437.5442,484.3131,1359.9875
4,533.7755,218.7419,1173.3890,437.2622,482.5779,1296.5622
5,619.1945,217.5398,1434.6751,435.7602,481.6043,1540.6789
6,600.7766,221.8354,1370.1421,437.3747,478.4111,1489.5136
7,516.1205,215.8588,1125.7428,433.3930,474.7721,1249.2859
8,480.7608,214.0913,1022.1806,432.0695,475.5858,1154.9234
9,616.1127,212.5075,1435.5538,433.4977,476.0589,1546.8916
10,453.3894,212.0774,943.3259,434.5286,475.9760,1097.5428
11,453.4938,211.2980,945.2247,435.1185,477.0078,1095.2210
12,431.0908,211.1468,877.6436,434.5634,477.3161,1044.1234
13,643.6195,212.0655,1519.8051,434.3807,476.7803,1632.1692
14,457.7720,211.5139,957.7508,433.1623,477.1261,1108.7050
