epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,764.8361,220.3422,1870.3238,445.3475,478.1113,1962.7392
2,608.5112,217.5494,1402.2823,441.1443,473.3844,1525.7261
3,538.3428,215.2130,1194.3942,442.0658,474.6299,1323.9493
4,470.8333,214.5955,991.0739,443.4404,476.2538,1134.9021
5,495.6499,215.3451,1064.7537,443.9259,478.6342,1213.8755
6,438.3643,204.3679,913.4479,440.1118,475.2135,1063.7169
7,445.9335,200.0268,945.1987,438.7612,475.1069,1093.6363
8,420.7549,199.2220,870.5338,440.4041,477.7102,1026.3433
9,426.2316,195.9177,893.8386,438.1510,477.6229,1038.8246
10,407.1107,195.3936,836.9604,437.7892,477.1925,1003.5324
11,406.9943,195.2525,836.8943,439.5991,479.1360,994.7428
12,430.6520,192.9501,913.2590,438.1142,478.7214,1062.9722
