epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,685.4164,219.0499,1632.2816,442.5200,481.1418,1745.7770
2,546.6131,216.0216,1217.8140,439.7019,479.6000,1345.0599
3,485.6988,216.3595,1032.5393,438.3995,477.7905,1172.2517
4,475.1056,211.0064,1011.3071,436.8744,479.7898,1148.1603
5,430.4707,209.6697,878.7635,437.4290,481.4983,1043.0132
6,417.4837,201.2774,856.4480,434.2134,479.8938,1018.0434
7,415.5251,196.9827,859.2323,432.0788,481.3350,1016.6252
8,398.0036,191.9042,816.4478,430.0147,480.4693,985.7187
9,396.2629,190.6237,813.7727,429.9671,481.0425,982.4735
10,388.3870,190.0367,791.0982,430.2509,481.6851,963.3338
11,392.7115,188.8907,806.5297,430.3983,482.2809,977.8382
12,373.7876,188.0716,750.8473,430.2778,482.9114,937.0453
13,372.4771,187.5405,747.9545,429.8823,482.2037,934.0394
14,366.7954,187.3057,731.2140,430.7283,483.4032,917.5831
