epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
5,279.9839,188.7828,465.1498,434.5695,472.9064,696.4585
10,264.6797,186.4089,423.5931,432.9656,471.7258,668.5710
