idea_id,design_id,stage,epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
idea034,design003,1,20,314.9889,192.7057,563.2610,433.6881,477.3657,760.5312
idea034,design003,2,10,229.4873,179.7966,330.3744,440.4797,494.0060,590.1623
idea035,design001,1,20,343.3121,196.3858,641.6168,440.6714,477.3433,818.8110
idea035,design001,2,10,227.4957,187.3219,309.0607,444.7094,489.9750,586.9159
idea035,design002,1,20,370.9275,195.3106,727.4830,439.1837,476.3239,897.7582
idea035,design003,1,20,333.4733,197.0842,610.3845,438.8779,475.4912,794.9376
idea035,design003,2,10,234.1363,185.2852,333.3190,443.7948,490.8617,594.6227
idea028,design003,3,10,117.3630,121.7937,108.3675,403.7924,469.2819,431.0008
idea023,design001,3,5,123.1734,130.6939,107.9046,404.5014,466.1759,433.3355
idea003,design002,3,10,123.3445,134.9751,99.7309,433.2892,500.8010,461.6966
idea001,design001,3,10,130.3321,147.7541,94.9601,425.0123,486.1470,443.9119
idea011,design001,3,10,135.8936,155.5342,96.0171,446.8867,499.0587,468.3046
idea010,design002,3,10,166.4155,129.6998,240.9594,416.6424,470.0689,487.1204
idea013,design003,3,10,170.7160,140.1159,232.8435,415.0566,476.6593,471.5649
idea031,design002,3,10,174.0842,157.6044,207.5431,422.0828,499.5757,472.9933
idea008,design002,3,10,176.2888,157.0041,215.4424,271.2294,344.1671,351.7542
baseline,baseline,3,10,185.6275,155.2181,247.3848,428.1250,483.4968,492.7357
idea004,design001,3,10,186.2973,160.1909,239.3011,420.0418,485.4253,480.9053
idea005,design003,3,10,196.4939,160.7357,269.0939,428.1673,481.8315,504.5825
idea007,design002,3,10,199.5131,162.7050,274.2448,430.8079,479.2933,508.1933
