epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,225.7336,202.6902,272.5188,406.2373,432.5302,488.5450
2,208.2533,194.2479,236.6886,408.5072,436.9574,474.3868
3,228.2598,190.4655,304.9936,402.8752,431.9737,504.6572
4,190.6201,182.2730,207.5672,402.9755,434.6160,464.9948
5,177.4160,171.4090,189.6119,400.8909,436.5666,456.5716
6,177.1745,165.2887,201.3063,396.9760,435.1419,456.6333
7,166.4189,158.1604,183.1862,397.8980,438.2453,452.7237
8,166.1436,152.3725,194.1031,396.3762,439.0008,453.1006
9,168.5927,151.1152,204.0772,394.6858,437.1548,457.3819
10,156.0036,146.7442,174.8030,395.0212,439.5016,441.0448
11,157.0209,145.5788,180.2521,395.3543,440.3541,443.6699
12,153.1950,140.7999,178.3609,393.3423,439.4608,440.3102
13,153.1594,139.5433,180.8042,392.5125,438.4836,443.8374
14,152.3480,138.3524,180.7633,391.8960,437.9774,443.2668
15,151.9045,136.4859,183.2089,392.1377,439.4959,445.5556
