epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
5,436.5640,227.9153,860.1842,457.7253,514.3394,1023.4648
10,347.3761,194.4348,657.8933,421.4720,473.1993,823.5756
15,331.5754,185.0979,628.9692,414.6672,459.8415,803.1319
20,323.7505,183.4321,608.6395,414.1833,459.1618,785.8725
