iter,epoch,loss_joints_train,loss_depth_train,loss_uv_train
1,1,0.211337,8.034813,0.168995
2,1,0.215034,5.528469,0.216395
3,1,0.207218,4.145818,0.105414
4,1,0.212538,5.078255,0.067733
5,1,0.227553,6.164525,0.190832
6,1,0.216686,7.031843,0.132843
7,1,0.199213,6.916989,0.147652
8,1,0.216522,5.853660,0.073669
9,1,0.234122,4.918924,0.145948
10,1,0.196903,4.359415,0.074462
11,1,0.194569,5.141103,0.274984
12,1,0.217732,8.373882,0.113499
13,1,0.207139,3.274801,0.106519
14,1,0.213025,5.261914,0.085428
15,1,0.215097,6.648876,0.210036
16,1,0.222862,5.810229,0.121965
17,1,0.211147,5.384101,0.203089
18,1,0.197378,6.623156,0.036521
19,1,0.210601,5.195332,0.119420
20,1,0.207443,5.754143,0.114444
21,1,0.202512,6.400309,0.129952
22,1,0.197564,5.060224,0.202643
23,1,0.209681,4.582364,0.072460
24,1,0.212281,3.396139,0.125485
25,1,0.187295,4.924966,0.323029
26,1,0.175420,4.588652,0.112593
27,1,0.195086,6.570990,0.169053
28,1,0.203000,4.160840,0.307039
29,1,0.177110,4.190112,0.210040
30,1,0.203881,7.473137,0.078730
31,1,0.201659,4.488021,0.180834
32,1,0.201175,3.252151,0.269843
33,1,0.169344,5.137605,0.137814
34,1,0.181699,6.924456,0.155384
35,1,0.183621,3.596055,0.183179
36,1,0.180807,6.033854,0.142275
37,1,0.185079,3.163442,0.047130
38,1,0.191776,7.454754,0.138798
39,1,0.188014,7.792912,0.165344
40,1,0.197528,4.304084,0.131398
41,1,0.198103,5.002866,0.154334
42,1,0.187488,5.701436,0.115815
43,1,0.190001,6.772453,0.058773
44,1,0.185185,3.435101,0.098219
45,1,0.180381,6.246089,0.102862
46,1,0.178398,6.387729,0.073251
47,1,0.173094,7.788860,0.131482
48,1,0.193679,3.536446,0.078163
49,1,0.182638,4.945826,0.042476
50,1,0.178233,3.890859,0.161456
51,1,0.179620,3.713904,0.061722
52,1,0.206799,3.103798,0.172228
53,1,0.185151,7.615803,0.136467
54,1,0.176885,7.314356,0.121150
55,1,0.190510,4.914848,0.116862
56,1,0.182738,4.570048,0.102832
57,1,0.189365,8.447734,0.120128
58,1,0.192821,4.292876,0.118178
59,1,0.167438,6.319942,0.055792
60,1,0.182914,2.756346,0.069023
61,1,0.172595,4.997950,0.161866
62,1,0.162867,4.741912,0.088033
63,1,0.179940,7.429634,0.102038
64,1,0.172248,4.609721,0.081362
65,1,0.188520,5.184905,0.101616
66,1,0.177245,3.647958,0.150002
67,1,0.195841,2.978314,0.190641
68,1,0.175858,3.321662,0.711127
69,1,0.193620,6.851067,0.158841
70,1,0.169543,6.809011,0.091628
71,1,0.178693,8.804800,0.249999
72,1,0.175126,5.754388,0.110383
73,1,0.190795,3.704740,0.184872
74,1,0.185963,2.091692,0.148394
75,1,0.192791,2.781204,0.093474
76,1,0.183378,5.135738,0.180611
77,1,0.187755,5.764116,0.176505
78,1,0.181243,4.466868,0.205925
79,1,0.168428,3.926730,0.177533
80,1,0.196677,4.947619,0.132806
81,1,0.189978,6.340806,0.134520
82,1,0.170117,3.945239,0.058833
83,1,0.189706,3.792559,0.091965
84,1,0.184131,4.293555,0.251191
85,1,0.182482,7.154816,0.093685
86,1,0.177550,5.985308,0.075880
87,1,0.202523,2.962598,0.149174
88,1,0.177748,4.382894,0.076253
89,1,0.193484,7.021358,0.051468
90,1,0.201663,5.300665,0.204154
91,1,0.185062,2.623646,0.186722
92,1,0.172038,6.094693,0.077381
93,1,0.186133,4.445056,0.211059
94,1,0.171874,5.336562,0.134122
95,1,0.177683,3.740215,0.113084
96,1,0.178886,3.403091,0.185214
97,1,0.194238,1.792844,0.100262
98,1,0.163441,3.991220,0.078914
99,1,0.179348,4.683291,0.106247
100,1,0.201104,2.715897,0.162730
101,1,0.187334,6.584802,0.109552
102,1,0.191623,4.715565,0.147253
103,1,0.186237,4.287332,0.184304
104,1,0.190824,5.454239,0.209253
105,1,0.198774,5.263041,0.076452
106,1,0.194430,3.709831,0.386186
107,1,0.199669,6.680785,0.290554
108,1,0.204001,2.504951,0.159090
109,1,0.183004,6.518772,0.212298
110,1,0.180326,4.178797,0.101206
111,1,0.183160,3.999676,0.073836
112,1,0.190225,7.056205,0.138487
113,1,0.214976,6.012077,0.256013
114,1,0.184920,2.214751,0.104565
115,1,0.185030,1.480209,0.125027
116,1,0.183290,3.165554,0.169422
117,1,0.177803,4.739429,0.111940
118,1,0.201824,5.901649,0.186499
119,1,0.194413,3.954067,0.127952
120,1,0.187494,3.339176,0.196693
121,1,0.172753,3.864803,0.139179
122,1,0.180341,5.681225,0.143835
123,1,0.177150,3.083793,0.128684
124,1,0.192701,4.556528,0.163531
125,1,0.189557,2.771945,0.284552
126,1,0.187239,5.201878,0.276629
127,1,0.189273,5.436065,0.260531
128,1,0.180113,5.159106,0.128922
129,1,0.193513,3.433538,0.111789
130,1,0.196189,7.231816,0.080949
131,1,0.186538,1.170839,0.086935
132,1,0.197412,5.462436,0.113603
133,1,0.190022,6.542757,0.120059
134,1,0.183682,1.999030,0.138204
135,1,0.186067,3.050756,0.173027
136,1,0.182433,2.914773,0.057245
137,1,0.187829,2.947695,0.162221
138,1,0.186557,5.999982,0.092290
139,1,0.186685,3.016645,0.176722
140,1,0.178672,3.918459,0.249871
141,1,0.172635,3.848441,0.092819
142,1,0.209759,2.282397,0.121834
143,1,0.223263,5.210487,0.244032
144,1,0.189439,2.295678,0.054296
145,1,0.183577,4.283375,0.107169
146,1,0.189797,3.839633,0.063569
147,1,0.171992,5.911644,0.268186
148,1,0.182579,5.176720,0.239481
149,1,0.173837,3.545482,0.131303
150,1,0.179743,3.239279,0.235730
151,1,0.185986,4.679854,0.061184
152,1,0.179143,4.494478,0.110790
153,1,0.194670,3.015782,0.170414
154,1,0.184029,2.284799,0.174500
155,1,0.178091,4.131048,0.085588
156,1,0.196113,3.226862,0.165705
157,1,0.169677,5.265823,0.102947
158,1,0.180163,2.910726,0.068201
159,1,0.204225,4.177971,0.090501
160,1,0.188701,3.830842,0.158101
161,1,0.189028,5.760426,0.085033
162,1,0.188161,4.110560,0.217920
163,1,0.184327,2.093150,0.296943
164,1,0.172506,3.919379,0.159291
165,1,0.202861,4.974730,0.083266
166,1,0.194592,3.302939,0.111760
167,1,0.190447,3.368916,0.137970
168,1,0.176532,5.124269,0.256900
169,1,0.187140,1.833974,0.091611
170,1,0.186755,3.608540,0.133348
171,1,0.165817,5.646325,0.174554
172,1,0.208503,3.557328,0.169125
173,1,0.192820,3.952956,0.193029
174,1,0.186384,2.901667,0.131151
175,1,0.176599,2.732831,0.165518
176,1,0.182415,1.771003,0.141126
177,1,0.182845,3.682447,0.303647
178,1,0.182766,2.017304,0.076570
179,1,0.203267,1.330402,0.229199
180,1,0.191860,2.769799,0.119229
181,1,0.183471,3.185165,0.037878
182,1,0.190085,2.969419,0.132114
183,1,0.196090,6.838158,0.198826
184,1,0.191867,5.119472,0.115508
185,1,0.185025,2.036123,0.064736
186,1,0.201304,6.182805,0.118059
187,1,0.184599,3.907573,0.180810
188,1,0.195540,3.153285,0.163652
189,1,0.181858,2.158863,0.290506
190,1,0.187900,3.507189,0.135962
191,1,0.183160,0.415973,0.178661
192,1,0.169818,4.222764,0.196163
193,1,0.184178,1.133285,0.261571
194,1,0.179837,3.424235,0.368185
195,1,0.189525,3.947201,0.176611
196,1,0.197828,1.654555,0.069837
197,1,0.176708,3.093353,0.053578
198,1,0.168011,3.607229,0.139191
199,1,0.182874,5.862988,0.088454
200,1,0.194091,3.896678,0.125844
201,1,0.208214,4.208381,0.223199
202,1,0.190653,1.350836,0.118696
203,1,0.186363,1.458016,0.144091
204,1,0.172588,1.663194,0.062315
205,1,0.190459,3.859380,0.175818
206,1,0.182092,1.210662,0.106753
207,1,0.184601,3.815567,0.149535
208,1,0.190596,3.760131,0.136276
209,1,0.175180,5.826129,0.124887
210,1,0.180343,4.409700,0.080221
211,1,0.176655,4.196781,0.141423
212,1,0.191378,5.144565,0.145388
213,1,0.176566,4.635980,0.092519
214,1,0.187460,2.589694,0.225142
215,1,0.165265,2.351248,0.081927
216,1,0.178153,3.425832,0.173604
217,1,0.185436,2.072954,0.113731
218,1,0.173324,1.202419,0.232935
219,1,0.190317,1.545356,0.111822
220,1,0.193999,3.747214,0.107822
221,1,0.194896,4.192738,0.193264
222,1,0.192956,2.299490,0.141876
223,1,0.173888,3.158960,0.189169
224,1,0.171914,5.230617,0.133196
225,1,0.183322,1.970182,0.228448
226,1,0.172779,2.854167,0.186800
227,1,0.194440,1.280701,0.547687
228,1,0.179926,2.483339,0.110614
229,1,0.172855,4.357318,0.144915
230,1,0.192962,4.513318,0.164477
231,1,0.186392,5.210874,0.214619
232,1,0.194792,3.606583,0.067781
233,1,0.178294,2.816574,0.192562
234,1,0.178705,5.392376,0.123822
235,1,0.189611,2.685001,0.293817
236,1,0.174945,3.583630,0.249627
237,1,0.195822,2.047207,0.216317
238,1,0.196973,1.670423,0.295540
239,1,0.181433,2.653306,0.113815
240,1,0.209704,1.709773,0.218319
241,1,0.199445,3.875823,0.164776
242,1,0.194731,3.207772,0.206450
243,1,0.183459,2.812424,0.247977
244,1,0.186547,1.926050,0.185690
245,1,0.192102,1.495023,0.128735
246,1,0.195605,2.865655,0.199303
247,1,0.194892,2.467646,0.202181
248,1,0.185406,0.877596,0.076639
249,1,0.184553,4.142584,0.182851
250,1,0.181013,3.344900,0.101281
251,1,0.186972,2.735015,0.104378
252,1,0.175645,5.177593,0.026696
253,1,0.186011,3.165327,0.315649
254,1,0.197916,2.423412,0.269457
255,1,0.202399,3.725277,0.125046
256,1,0.180234,1.976922,0.131570
257,1,0.183403,4.420712,0.195267
258,1,0.196108,3.034502,0.208108
259,1,0.196430,2.634666,0.101404
260,1,0.190851,3.445296,0.260167
261,1,0.183801,3.557132,0.091331
262,1,0.184694,3.167886,0.118519
263,1,0.190879,3.259228,0.081767
264,1,0.190215,3.228123,0.060745
265,1,0.177464,1.849638,0.170045
266,1,0.195455,6.116858,0.165500
267,1,0.187098,3.483073,0.403174
268,1,0.182713,2.794268,0.090679
269,1,0.187185,1.764954,0.160285
270,1,0.181807,2.942088,0.159884
271,1,0.181658,0.822525,0.174181
272,1,0.194011,2.499878,0.302198
273,1,0.178142,2.435801,0.236445
274,1,0.193667,3.713423,0.035728
275,1,0.183934,4.528337,0.140396
276,1,0.178796,2.073483,0.194244
277,1,0.195070,2.320338,0.073843
278,1,0.204071,4.856164,0.148776
279,1,0.182825,1.733761,0.236453
280,1,0.185269,2.978074,0.102681
281,1,0.171250,1.992545,0.025623
282,1,0.178576,2.673984,0.185634
283,1,0.198678,4.542855,0.175575
284,1,0.177876,2.129835,0.388453
285,1,0.189553,5.025620,0.074569
286,1,0.189003,2.979442,0.169913
287,1,0.201369,2.590853,0.104448
288,1,0.186912,3.889851,0.052923
289,1,0.179986,3.115090,0.113112
290,1,0.200648,4.586911,0.136249
291,1,0.200988,3.916750,0.093238
292,1,0.184656,3.571499,0.122932
293,1,0.194016,1.973413,0.130444
294,1,0.210265,1.984989,0.105252
295,1,0.181465,2.302523,0.214285
296,1,0.182657,2.292063,0.227283
297,1,0.202266,3.138984,0.213769
298,1,0.187910,5.230785,0.167108
299,1,0.183145,2.267931,0.108662
300,1,0.175954,3.093875,0.277087
301,1,0.198775,2.087441,0.261856
302,1,0.181591,4.891026,0.138142
303,1,0.187780,1.333792,0.071211
304,1,0.191708,3.699880,0.137046
305,1,0.189810,1.872916,0.226012
306,1,0.199325,3.066147,0.292773
307,1,0.192082,3.001894,0.062334
308,1,0.205859,2.903866,0.211603
309,1,0.206066,0.891898,0.088689
310,1,0.184456,3.888507,0.358583
311,1,0.196578,1.546909,0.085574
312,1,0.193171,4.374936,0.230430
313,1,0.187145,1.191497,0.183836
314,1,0.191599,2.260962,0.135906
315,1,0.172479,4.983891,0.199453
316,1,0.187334,3.819887,0.095277
317,1,0.181744,3.006054,0.061328
318,1,0.199347,1.725936,0.104897
319,1,0.173539,3.032030,0.120388
320,1,0.174144,3.663869,0.117544
321,1,0.201987,0.811795,0.166200
322,1,0.183420,4.660706,0.045358
323,1,0.190862,4.003595,0.079855
324,1,0.182344,1.647718,0.073897
325,1,0.184161,3.462417,0.189330
326,1,0.184839,3.910407,0.128570
327,1,0.205008,4.628893,0.148253
328,1,0.188313,2.850847,0.287993
329,1,0.182347,2.738824,0.105184
330,1,0.207556,3.368150,0.204133
331,1,0.178892,1.140670,0.359361
332,1,0.177694,6.195711,0.090716
333,1,0.192513,2.150653,0.190870
334,1,0.195301,2.989404,0.140901
335,1,0.184818,1.428698,0.240398
336,1,0.171110,4.679392,0.161623
337,1,0.173747,1.853376,0.066181
338,1,0.191594,1.190645,0.157029
339,1,0.205878,2.254693,0.093714
340,1,0.196411,3.111934,0.108675
341,1,0.201749,2.489791,0.176320
342,1,0.190895,3.052077,0.138539
343,1,0.213326,2.601815,0.188237
344,1,0.187718,2.634683,0.115760
345,1,0.185130,1.512904,0.160282
346,1,0.210429,2.831294,0.104374
347,1,0.180953,2.256359,0.112739
348,1,0.173491,2.241254,0.068328
349,1,0.181427,2.610137,0.087758
350,1,0.178555,2.508348,0.226278
351,1,0.186649,4.474342,0.109962
352,1,0.173156,2.479076,0.084360
353,1,0.187607,1.566752,0.118763
354,1,0.190419,3.659806,0.170723
355,1,0.208192,3.264593,0.186845
356,1,0.186439,2.358809,0.205156
357,1,0.210903,4.334618,0.284507
358,1,0.195361,3.410383,0.189916
359,1,0.198968,3.374871,0.133902
360,1,0.177372,4.190782,0.158511
361,1,0.206611,1.668741,0.157866
362,1,0.197020,1.583171,0.196593
363,1,0.186213,2.650554,0.094684
364,1,0.193155,2.378299,0.320003
365,1,0.183520,1.713188,0.150634
366,1,0.192173,1.974967,0.237372
367,1,0.190903,3.149774,0.066352
368,1,0.173689,2.808285,0.038351
369,1,0.182067,1.993029,0.116568
370,1,0.199611,1.802050,0.099938
371,1,0.176824,1.730926,0.198109
372,1,0.207967,2.601715,0.144834
373,1,0.187712,3.551906,0.376411
374,1,0.181226,2.130250,0.106731
375,1,0.204657,2.402742,0.139822
376,1,0.177338,3.270996,0.300407
377,1,0.194774,2.841718,0.182607
378,1,0.179651,4.108457,0.108107
379,1,0.192833,1.718793,0.176991
380,1,0.191487,2.685918,0.132718
381,1,0.177148,0.753930,0.183771
382,1,0.179888,2.594452,0.081860
383,1,0.190032,3.235636,0.188807
384,1,0.200225,2.524953,0.264950
385,1,0.188617,2.922900,0.077563
386,1,0.199972,3.760334,0.262341
387,1,0.185012,2.285881,0.152042
388,1,0.200933,2.564354,0.231666
389,1,0.184246,2.556581,0.098157
390,1,0.208817,3.100021,0.181913
391,1,0.182889,2.410415,0.051361
392,1,0.189889,2.096629,0.356679
393,1,0.200562,3.437638,0.210925
394,1,0.208717,2.674568,0.097794
395,1,0.191822,3.955015,0.158489
396,1,0.189893,2.831349,0.285499
397,1,0.183117,1.736284,0.159952
398,1,0.184174,3.493851,0.191338
399,1,0.206279,2.287072,0.277896
400,1,0.205907,2.233609,0.072444
401,1,0.190595,2.557408,0.103739
402,1,0.184893,1.804579,0.196775
403,1,0.205056,3.162060,0.074876
404,1,0.199382,1.805611,0.247397
405,1,0.216832,3.315140,0.209160
406,1,0.212597,2.312042,0.213923
407,1,0.185647,0.950348,0.157264
408,1,0.200347,3.317877,0.310355
409,1,0.188966,2.393855,0.191335
410,1,0.181936,3.614365,0.110259
411,1,0.182196,2.200022,0.124514
412,1,0.200052,2.482795,0.163998
413,1,0.193283,2.498717,0.104696
414,1,0.187807,3.027070,0.099456
415,1,0.209833,1.102692,0.111323
416,1,0.202292,1.857371,0.158709
417,1,0.173278,2.614359,0.106622
418,1,0.181276,2.743219,0.123300
419,1,0.182854,1.852629,0.137767
420,1,0.176793,1.896426,0.142521
421,1,0.195604,1.710879,0.173686
422,1,0.189456,2.414359,0.217618
423,1,0.187490,2.996895,0.153413
424,1,0.207696,1.997602,0.266547
425,1,0.187376,0.824006,0.252285
426,1,0.197891,1.876348,0.057909
427,1,0.185149,3.240766,0.144038
428,1,0.192957,0.881580,0.220073
429,1,0.194284,3.618573,0.271921
430,1,0.210304,1.651559,0.143148
431,1,0.196601,2.133868,0.251150
432,1,0.188055,3.193463,0.204561
433,1,0.178138,2.316932,0.196692
434,1,0.195389,1.895645,0.164750
435,1,0.211046,3.202046,0.224687
436,1,0.221670,1.793649,0.158043
437,1,0.197861,2.681546,0.239704
438,1,0.210530,2.620805,0.158576
439,1,0.192576,4.119871,0.151031
440,1,0.177383,2.320849,0.123669
441,1,0.184136,2.242839,0.160771
442,1,0.190426,1.999485,0.203711
443,1,0.187853,1.253195,0.161058
