epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
5,263.9207,186.7208,420.6599,434.4733,487.0711,658.1048
10,238.6371,182.4717,352.6700,432.2299,487.8184,616.2581
