epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,773.4740,260.7919,1814.3739,463.1802,486.9366,1901.8286
2,588.1313,219.0892,1337.3987,447.6073,481.5509,1456.1989
3,543.8983,221.2963,1198.8781,445.8031,476.8905,1322.9266
4,490.9574,215.8818,1049.4441,442.6191,476.4992,1186.1142
5,467.1992,219.3541,970.3999,443.2722,475.7648,1107.4257
6,455.6947,211.5716,951.3386,444.8535,477.5050,1107.2133
7,430.6779,203.4009,892.1192,440.6992,476.6367,1046.7905
8,423.2605,204.8331,866.7343,442.5433,479.5154,1032.5447
9,395.6568,197.8519,797.2607,440.4329,479.3956,972.7350
10,405.9746,197.2652,829.7181,440.3097,478.7919,1001.9493
11,404.3262,193.4595,832.4494,440.6936,481.6419,996.9588
12,391.9984,190.4893,801.1230,442.2052,485.0167,971.5704
