epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,744.0730,229.8858,1788.0288,450.3188,483.1158,1881.8088
2,650.3729,225.9974,1511.9838,443.4443,474.6448,1612.0459
3,507.7984,221.4910,1089.0891,441.4051,476.5188,1225.8286
4,465.0065,218.9701,964.5349,442.4369,475.0197,1105.1607
5,433.0516,221.6909,862.1780,445.3143,478.0735,1019.3974
6,441.8663,211.5634,909.4511,437.8568,472.7753,1067.8774
7,421.2903,207.8764,854.5851,436.7866,472.1656,1006.8426
8,432.3782,206.8282,890.3130,439.1054,475.6484,1038.8484
9,407.0534,201.2058,824.9865,437.4037,475.4585,994.5035
10,385.8657,199.0357,765.1870,433.8474,472.6439,936.4191
11,381.1932,197.9004,753.3330,436.7858,477.1040,928.6880
12,384.4084,196.6251,765.6655,434.6433,474.8369,941.2055
