epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,639.3369,228.1339,1474.2034,452.8321,483.9264,1582.8165
2,568.8430,217.8118,1281.5427,445.2478,478.3646,1400.9514
3,476.3904,214.7602,1007.5791,444.2052,477.2643,1147.6427
4,445.5664,215.3237,913.0289,442.6322,474.7880,1065.8436
5,528.8812,213.6607,1168.8742,443.2662,476.1375,1285.3142
6,448.6818,212.2269,928.7569,443.5021,475.9518,1075.0082
7,406.7730,210.4731,805.3212,442.9694,476.0852,978.1191
8,426.0938,210.0678,864.6921,443.3729,476.5359,1028.5965
9,405.3749,205.1490,811.8940,442.3938,476.8066,979.0665
10,409.2243,200.7797,832.4299,441.0750,476.5903,1005.3153
11,391.5956,199.4863,781.6357,441.9561,478.1347,957.2369
12,372.8952,196.8450,730.3303,440.4246,477.3142,922.5951
13,373.7411,196.5575,733.4776,440.7916,477.6145,924.8714
