epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,804.6063,233.2958,1964.5397,457.7613,488.5191,2043.7140
2,684.7177,222.4727,1623.2150,446.1745,477.9828,1727.8129
3,581.3352,219.4999,1315.9705,445.6930,479.7789,1429.3356
4,612.3651,217.0139,1415.0480,449.5094,484.2993,1521.0681
5,482.9021,209.9660,1037.0451,442.6862,479.0765,1183.3544
6,475.4758,205.8666,1022.8642,441.2162,479.7293,1173.4550
7,444.3832,204.1167,932.1969,435.7452,474.1340,1081.1952
8,456.0837,204.4687,966.9383,443.7338,482.6232,1114.4148
9,427.4137,196.6181,895.9988,436.2271,477.2925,1046.9052
10,407.4937,193.9401,841.0721,434.9328,476.7124,1013.1876
11,420.6127,194.5449,879.5988,438.6993,480.8479,1041.4593
12,411.0566,191.5294,856.7633,434.0200,475.8689,1023.6663
13,399.8475,190.6301,824.6224,434.0329,476.5285,996.3226
