epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,217.1658,192.0017,268.2563,415.1410,439.5560,495.4605
2,207.6180,188.3334,246.7715,412.7091,437.4742,482.0731
3,189.4466,180.7643,207.0742,414.1177,441.5866,466.2475
4,183.6121,177.4312,196.1613,408.3159,435.9140,460.8039
5,190.1289,172.9554,224.9962,411.1281,440.0259,474.2459
6,178.1983,171.1085,192.5928,407.8822,436.6823,462.0616
7,172.5505,166.7496,184.3281,407.5355,437.8212,466.3387
8,175.3621,166.3550,193.6493,407.2494,437.7819,459.4493
9,172.7306,165.7538,186.8957,407.2874,437.7483,460.3523
10,168.7806,163.5701,179.3594,405.3040,436.6767,454.7869
11,169.2008,162.3303,183.1500,405.6998,437.4178,456.5370
12,167.6562,161.8377,179.4695,405.6633,437.0881,458.3361
13,166.7627,160.6119,179.2508,405.4264,437.2909,450.9419
14,168.0525,160.8033,182.7704,404.3102,435.6247,453.6645
15,165.7918,161.0706,175.3773,404.3836,435.5038,451.4534
16,165.6190,159.6045,177.8303,403.9733,435.5037,453.3657
17,164.9687,158.8787,177.3334,403.8719,435.6893,454.4486
18,164.8516,158.6859,177.3699,403.4342,435.2404,452.9746
19,164.5472,158.3699,177.0889,403.3232,435.2208,452.5778
20,164.6828,158.3712,177.4972,403.3243,435.2183,452.2589
