epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,214.5898,193.0014,258.4206,348.6632,437.1908,444.7015
2,210.3515,190.7357,250.1776,345.1934,429.2238,427.8388
3,203.5857,187.4052,236.4369,326.7657,406.7029,406.7295
4,199.0639,185.4354,226.7339,323.9819,404.8056,394.4227
5,197.5530,182.1943,228.7359,320.0440,395.2524,403.3455
6,186.7357,178.4123,203.6345,319.5168,401.6618,389.4171
7,179.8303,175.6718,188.2732,305.0952,380.5218,365.8777
8,179.8733,172.8722,194.0877,303.7450,379.3157,364.1118
9,175.0975,170.4893,184.4535,294.0494,365.1720,355.6359
10,176.4737,168.2997,193.0695,287.1854,355.7665,352.6579
11,171.9639,166.1274,183.8137,283.9194,351.4684,346.5019
12,170.0997,163.7926,182.9052,282.0604,349.4709,345.3259
13,168.0540,160.4810,183.4295,278.3175,344.0270,342.6609
14,166.3298,158.6940,181.8329,275.1330,341.7671,339.5521
15,165.1497,156.6216,182.4643,271.1466,336.4519,335.8863
16,164.8563,155.1953,184.4710,270.8397,337.1063,337.4229
17,163.1095,154.4153,180.7613,268.9404,334.3120,333.7578
18,163.5216,154.0332,182.7860,269.2617,335.2730,335.3501
19,162.6245,153.8644,180.4103,268.6192,334.5937,333.3864
20,162.8481,153.8507,181.1157,268.4879,334.2811,333.7983
