epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
5,284.5836,191.5717,473.4261,438.8696,476.3598,706.2045
10,263.2959,187.5387,417.1060,437.0635,475.7685,665.6758
