epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,223.4191,195.3642,280.3790,416.8455,440.5862,510.3104
2,210.2136,190.4090,250.4230,414.8229,438.9839,487.2521
3,208.2260,187.8391,249.6177,417.2751,442.0747,485.7802
4,196.6470,186.5851,217.0757,412.3837,436.3046,480.2749
5,195.9391,183.0174,222.1742,412.9529,438.3848,478.9062
6,186.6579,178.5606,203.0979,411.8054,438.3195,472.8320
7,180.8590,176.3321,190.0499,410.0031,436.8524,470.7242
8,182.5254,174.3758,199.0715,410.2436,437.8006,471.1064
9,177.2184,172.9867,185.8101,410.6883,438.4031,463.9278
10,175.9863,170.3109,187.5090,408.3639,437.0353,461.9151
11,174.3511,170.2320,182.7142,408.6101,437.0542,457.4773
12,174.9483,168.9502,187.1262,408.1881,436.7439,460.6128
13,175.2750,168.4718,189.0875,407.3682,436.0788,457.6045
14,173.0982,168.0198,183.4088,407.0345,435.8366,455.9999
15,173.6277,167.6738,185.7159,406.5052,435.2423,456.1248
16,173.1280,166.9192,185.7337,405.9813,435.0277,458.3708
17,171.3265,166.5129,181.0995,406.6385,435.9297,456.1656
18,171.8230,166.4010,182.8311,406.2982,435.6801,457.7817
19,171.5170,166.4309,181.8433,406.4376,435.8241,457.2665
20,171.6235,166.4122,182.2039,406.4655,435.8510,456.9788
