epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,776.0335,253.7735,1836.3797,441.9385,470.7514,1957.4374
2,526.8662,224.5558,1140.6479,434.7313,468.0195,1260.3580
3,466.7904,217.3417,973.2469,432.8235,467.6043,1113.9724
4,460.3818,226.8297,934.5633,435.8024,467.9272,1065.5041
5,467.6902,229.9020,950.4722,436.3652,469.0671,1104.1603
6,414.6453,217.2012,815.5167,432.6196,467.5957,966.7650
7,417.4789,217.7899,822.9083,432.9837,467.4954,984.9684
8,436.2141,214.6996,885.9558,432.3183,467.5125,1038.7876
9,406.6424,213.0244,799.7455,431.7658,467.4874,961.1737
10,394.0433,213.7648,760.0633,432.3210,467.5084,933.9148
11,395.1685,213.0058,765.0141,432.3716,467.9258,933.9603
12,388.1382,211.3800,747.0111,431.5160,467.1247,928.3797
13,385.9098,208.9632,745.1652,430.9112,467.4016,924.0389
