epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,220.3074,195.0240,271.6401,415.8056,439.1111,501.4706
2,213.9724,190.3019,262.0306,414.0228,438.2139,494.0363
3,204.2468,186.7568,239.7568,414.6503,439.4174,485.0281
4,187.5599,183.8110,195.1712,413.3110,438.7123,469.0180
5,185.8372,178.6059,200.5190,412.8120,439.9252,470.5892
6,183.5411,175.4820,199.9035,411.6366,439.0856,463.9648
7,182.9178,173.7362,201.5592,408.5879,436.2650,465.3512
8,180.2459,172.3427,196.2917,409.1111,437.4309,464.0016
9,184.9580,171.4532,212.3769,410.6074,439.0274,469.7014
10,173.9785,169.0197,184.0464,407.2296,436.5927,456.2443
11,173.0846,168.5216,182.3487,408.3139,437.5433,461.4657
12,175.1812,167.5783,190.6173,406.9789,436.0614,459.3543
13,177.6800,167.4065,198.5383,407.1574,436.4620,460.3212
14,172.6098,166.5663,184.8799,406.8622,436.2956,458.7271
15,170.9950,166.3257,180.4752,406.1155,435.4098,456.1595
16,170.9502,165.9447,181.1130,406.1655,435.5318,457.0527
17,168.9496,165.4576,176.0394,406.4711,436.1714,455.8153
18,169.7603,165.3868,178.6398,406.1627,435.8419,456.4587
19,169.4358,165.3779,177.6745,406.2123,435.9581,455.9324
20,169.6549,165.3558,178.3835,406.2349,435.9858,455.7776
