epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,694.8294,226.2465,1646.1948,372.8602,457.5553,1722.8293
2,564.8075,217.2727,1270.4083,369.9647,456.3360,1339.6119
3,493.6797,215.1545,1059.1702,369.6955,459.5687,1156.0932
4,491.9868,215.5799,1053.1767,367.2720,459.3383,1154.0350
5,445.5908,211.8704,920.1141,365.6580,457.8873,1014.8412
6,466.4074,207.9220,991.2110,367.9257,466.9240,1104.5964
7,415.4593,204.8510,843.0582,375.2031,475.7345,964.9802
8,407.2975,200.3582,827.4470,356.0436,451.8513,940.8798
9,396.3870,197.8674,799.4419,363.2613,464.3701,914.1177
10,390.2876,197.2083,782.2973,350.4822,443.6036,891.9851
11,385.6898,196.2861,770.2368,350.0960,444.1089,882.3400
12,377.8419,196.3560,746.3132,353.1015,449.4510,862.6297
13,376.4795,195.0474,744.8416,347.9896,442.0760,857.0641
