epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,731.1287,226.8393,1754.9891,436.4558,468.9738,1857.3415
2,533.3404,217.6720,1174.2428,433.5747,468.9738,1296.0742
3,472.4290,215.5041,994.0646,432.8933,468.9738,1124.8913
4,457.6452,214.6430,951.0132,432.6227,468.9738,1087.9350
5,441.0759,212.9177,904.3060,432.0805,468.9738,1056.6695
6,508.6796,207.8689,1119.4163,430.4937,468.9738,1243.1612
7,418.8303,206.1549,850.6257,429.9551,468.9738,999.3985
8,415.5574,203.0816,846.9475,428.9891,468.9738,997.7505
9,400.4837,202.3608,802.7332,428.7626,468.9738,967.5090
10,378.2713,198.1406,743.9912,427.4363,468.9738,916.5614
11,395.1102,195.7501,799.8716,426.6850,468.9738,958.8094
12,367.3916,195.0629,717.2710,426.4690,468.9738,893.8047
13,364.4429,195.0457,708.3706,426.4636,468.9738,883.6582
