epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,214.7587,190.9911,263.0140,411.9506,443.3814,485.9418
2,200.8666,184.2121,234.6802,419.7562,455.9967,477.7646
3,190.2615,179.2791,212.5589,415.8181,453.0464,468.8335
4,183.2395,171.6339,206.8026,410.5156,448.8285,468.7611
5,177.8202,168.5845,196.5716,409.8525,449.3482,468.1429
6,171.9007,161.0402,193.9507,409.0633,451.9570,459.8990
7,172.0610,164.1388,188.1455,408.3534,451.0014,465.8003
8,169.8540,157.4920,194.9525,407.6190,451.9431,460.3575
9,162.8034,153.5895,181.5106,403.4410,448.2603,455.2131
10,165.2720,157.0850,181.8941,406.0634,451.0879,456.0312
11,161.6002,152.4524,180.1728,404.4060,450.5262,456.4297
12,158.7317,148.0104,180.4993,400.5964,447.1709,453.9723
13,158.2118,148.1523,178.6356,401.6556,448.7513,453.0557
14,160.5245,147.1580,187.6626,402.1434,449.5915,463.4582
15,155.6995,144.4308,178.5784,401.1097,449.4236,453.9602
16,156.2803,144.4935,180.2109,400.1018,448.1113,456.4056
17,156.5952,143.6864,182.8038,401.1416,449.8725,458.7325
18,155.0215,143.4501,178.5149,400.7404,449.5887,454.7535
19,154.9647,142.6295,180.0087,399.9520,448.8535,455.8341
20,154.8464,142.7230,179.4607,400.2205,449.1729,455.4781
