epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,215.2945,192.6179,261.3348,405.4060,431.1684,480.7662
2,207.0990,192.2860,237.1737,405.3017,431.1684,471.0533
3,204.4869,187.6419,238.6873,403.8422,431.1684,475.5223
4,204.2723,185.9072,241.5593,403.2969,431.1684,479.8645
5,185.2008,181.2701,193.1814,401.8396,431.1684,458.1777
6,182.3244,177.5976,191.9213,400.6853,431.1684,458.0165
7,176.2615,174.7480,179.3343,399.7898,431.1684,451.3773
8,175.1490,172.5947,180.3350,399.1130,431.1684,446.1889
9,172.2175,169.5092,177.7161,398.1433,431.1684,445.5071
10,172.9235,168.5265,181.8507,397.8345,431.1684,448.1458
11,173.2489,166.7700,186.4032,397.2824,431.1684,447.0121
12,169.5971,165.5002,177.9149,396.8833,431.1684,446.9379
13,167.5772,164.0314,174.7761,396.4217,431.1684,444.3449
14,168.7972,163.5964,179.3563,396.2850,431.1684,446.3409
15,167.5344,162.9310,176.8809,396.0758,431.1684,446.3023
16,168.5246,161.9058,181.9629,395.7537,431.1684,448.3603
17,166.9169,161.6847,177.5400,395.6842,431.1684,446.3437
18,166.9355,161.3873,178.2002,395.5907,431.1684,446.2336
19,166.7891,161.2377,178.0603,395.5437,431.1684,446.8738
20,166.5129,161.2405,177.2173,395.5445,431.1684,445.8245
