epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,223.4191,195.3642,280.3790,416.8455,440.5862,510.3104
2,224.3177,192.5334,288.8492,415.2413,438.9072,522.0677
3,202.6652,188.2323,231.9683,414.5223,438.8955,485.2272
4,192.6926,186.0011,206.2784,416.4185,441.1455,472.7981
5,185.1537,179.9153,195.7894,414.9702,441.9664,466.7277
6,180.0241,176.2124,187.7631,410.4346,437.3635,464.5475
7,181.6494,174.8843,195.3847,409.2124,436.2439,463.5769
8,177.0606,172.1564,187.0174,408.7243,436.9252,463.7794
9,176.9317,171.8795,187.1891,410.9116,438.9975,455.4682
10,173.0341,169.4886,180.2325,409.1617,438.1030,458.1780
11,171.1553,169.1212,175.2852,408.0533,436.8666,453.6952
12,174.8649,167.9906,188.8220,407.2300,435.9298,456.5376
13,173.4551,167.1261,186.3050,406.7520,435.8221,454.1193
14,169.1269,166.7619,173.9287,406.4440,435.5684,451.6379
15,169.5891,166.7792,175.2940,406.0507,434.9104,452.5513
16,169.8803,166.2464,177.2584,405.6520,434.6652,453.2936
17,168.5604,165.7804,174.2047,406.2302,435.4770,452.5176
18,168.6593,165.6934,174.6812,405.9785,435.2679,452.8971
19,168.4766,165.7248,174.0634,406.1535,435.4727,452.8588
20,168.5802,165.7000,174.4278,406.2008,435.5283,452.4960
