epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,220.8735,200.6442,261.9450,412.8677,437.4553,493.2838
2,208.4808,199.9740,225.7521,415.3102,435.6689,487.8550
3,194.5049,190.6883,202.2537,412.2680,435.4541,476.8521
4,190.4151,183.8467,203.7511,407.4041,432.7866,468.6264
5,191.3216,177.6012,219.1781,407.5605,435.7902,481.0337
6,180.4110,174.1401,193.1428,404.6313,434.2091,455.0264
7,174.5979,169.8806,184.1753,405.0215,436.7601,455.9158
8,177.5948,167.9487,197.1792,405.6986,437.3564,460.1556
9,175.1853,167.2235,191.3501,406.8612,439.7461,457.5587
10,168.8005,164.5823,177.3649,406.4494,440.7630,453.7607
11,173.1253,165.1417,189.3345,407.3133,440.9812,455.7410
12,168.8150,162.8695,180.8860,408.4014,443.3532,455.4047
13,168.2548,162.0336,180.8858,407.4716,442.8212,457.5366
14,170.2880,161.7211,187.6815,406.2245,441.6488,457.4745
