epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,217.5068,197.9554,257.2022,413.3809,444.8937,484.9584
2,218.0898,193.4182,268.1806,409.6574,441.9503,495.4358
3,222.2834,194.1227,279.4582,407.8899,440.8683,503.4857
4,196.5027,188.5231,212.7037,408.3359,441.1338,472.7660
5,184.2902,180.9100,191.1530,407.0430,441.5435,457.5401
6,178.0325,176.0241,182.1101,404.0192,440.4485,454.2051
7,176.7845,172.4089,185.6682,403.3675,439.8571,461.1886
8,180.6235,170.7910,200.5864,402.0413,439.3416,462.7606
9,170.9742,168.4628,176.0731,403.1818,441.5570,453.5997
10,170.7936,167.2061,178.0773,402.9780,441.4016,449.5898
11,172.0284,166.3833,183.4899,401.1220,439.5804,452.9397
12,170.5912,165.0293,181.8836,401.6984,440.5363,449.8075
13,168.6721,164.0950,177.9650,402.1175,441.6105,450.8051
14,168.7722,163.7249,179.0197,401.7216,441.3726,452.6759
15,168.1920,163.8502,177.0072,401.1172,440.6390,449.6671
16,166.8957,163.2295,174.3394,401.3748,441.1587,451.8451
17,167.5295,162.9687,176.7891,401.6435,441.7714,454.4445
18,167.6986,162.7763,177.6925,401.4215,441.5939,453.4495
19,167.3854,162.7173,176.8629,401.4778,441.6506,453.3582
20,167.2546,162.7541,176.3921,401.5536,441.7450,452.7331
