epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,613.4868,224.6911,1402.8598,446.4056,477.6757,1522.4314
2,523.9878,221.2961,1138.5437,444.3447,476.0924,1261.3107
3,495.4203,219.9871,1054.6331,442.5064,474.5766,1180.9000
4,433.9357,220.8943,866.4745,441.9448,473.4455,1022.0702
5,466.4001,221.9567,962.6942,443.0163,475.1188,1115.2369
6,417.7403,220.3929,818.4152,441.7300,473.4780,981.8560
7,423.8307,223.5442,830.4730,444.0970,475.9295,995.4585
8,419.8539,219.6407,826.3472,443.8928,476.4352,994.5498
9,401.7796,218.6880,773.5108,443.9779,477.2858,951.1860
10,390.2166,217.8456,740.1820,444.3683,478.1079,927.9082
11,407.3927,219.8493,788.1627,445.9654,478.7234,967.0354
12,393.0080,217.1406,750.0722,445.1111,478.8406,938.0131
13,392.5306,215.9656,751.0112,444.4290,478.4366,940.4923
