epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,221.7581,197.9432,270.1098,420.4788,443.0834,494.9114
2,206.8608,196.4860,227.9249,412.8506,434.6823,480.7956
3,196.8023,187.4726,215.7445,420.5781,446.0731,478.7076
4,186.5101,183.3032,193.0210,415.3077,440.8147,472.2728
5,179.7131,177.6662,183.8688,415.8805,443.4303,468.5018
6,182.1519,172.3256,202.1022,412.6092,441.5233,476.0820
7,174.7630,168.6143,187.2467,409.8295,439.3699,469.0880
8,179.6060,168.9293,201.2828,409.9390,439.3678,462.6785
9,168.7345,167.0700,172.1139,410.8392,441.0762,456.8776
10,169.1420,164.5310,178.5035,406.9522,437.5754,453.5376
11,168.6406,163.4531,179.1728,408.1134,438.8398,457.4945
12,168.8237,162.0350,182.6069,408.3491,439.7439,459.4918
13,167.8040,161.4338,180.7374,407.3130,438.6398,454.8133
14,168.4147,161.4105,182.6354,407.8104,438.7922,457.4297
15,165.6932,160.4394,176.3600,406.9618,437.9571,454.2219
