epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
1,224.0952,203.6284,265.6490,421.3239,443.3009,493.7926
2,207.7620,196.8486,229.9195,412.2023,435.0989,475.9264
3,199.4666,193.4217,211.7396,416.3330,440.2453,471.9513
4,194.8890,191.3063,202.1631,413.5741,437.1985,477.0118
5,191.7340,187.1855,200.9689,415.0036,440.1678,470.4780
6,187.9110,184.8197,194.1875,414.1401,439.8933,471.1112
7,184.4119,183.3525,186.5628,412.9423,439.2101,462.8560
8,184.6183,181.4482,191.0547,412.6506,439.7720,463.5276
9,178.4489,179.3230,176.6742,411.7862,439.5769,461.7823
10,180.7999,179.0359,184.3812,410.7802,438.3571,457.6955
11,178.5611,177.1544,181.4171,411.7123,439.7351,461.5540
12,178.1055,177.5006,179.3336,410.0767,437.7922,458.2979
13,177.1188,175.6174,180.1673,409.8599,438.2858,455.2152
14,177.7579,176.2445,180.8305,409.7991,437.9010,457.9696
