epoch,composite_val,mpjpe_body_val,mpjpe_pelvis_val,mpjpe_rel_val,mpjpe_hand_val,mpjpe_abs_val
5,361.3433,217.6971,652.9886,435.1053,476.2779,813.7958
10,315.5706,201.0960,547.9889,427.3005,476.3565,735.8626
15,304.1719,195.2043,525.4092,425.3091,477.5028,721.5051
